599701_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500	0.750/0.125/0.125/0.000	0.000/0.125/0.125/0.750	0.875/0.062/0.062/0.000	0.000/0.062/0.062/0.875
1	0.00000	0.99880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00120
2	0.00000	0.99856	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00144
3	0.00000	0.99817	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00183
4	0.00000	0.99959	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00041
5	0.00000	0.98108	0.00000	0.00000	0.00000	0.00000	0.00000	0.00006	0.00000	0.01886
6	0.00000	0.98364	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01635
7	0.00000	0.98604	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.01395
8	0.00000	0.99837	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00163
9	0.00000	0.99917	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00083
10	0.00000	0.99714	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00286
11	0.00000	0.98314	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01683
12	0.00000	0.99981	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00019
13	0.00000	0.99959	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00041
14	0.00000	0.99041	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00958
15	0.00000	0.99621	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00379
16	0.00000	0.99980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020
17	0.00000	0.99812	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00188
18	0.00000	0.99568	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00432
19	0.00000	0.97337	0.00000	0.00000	0.00000	0.00000	0.00000	0.00006	0.00000	0.02657
20	0.00000	0.99767	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00233
