599701_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500	0.750/0.125/0.125/0.000	0.000/0.125/0.125/0.750	0.875/0.062/0.062/0.000	0.000/0.062/0.062/0.875
1	0.00000	0.97265	0.00000	0.00000	0.00000	0.00000	0.00000	0.00018	0.00000	0.02717
2	0.00000	0.95396	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.04584
3	0.00000	0.97130	0.00000	0.00000	0.00000	0.00000	0.00000	0.00009	0.00000	0.02861
4	0.00000	0.99894	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00106
5	0.00000	0.91272	0.00000	0.00000	0.00000	0.00000	0.00000	0.00064	0.00000	0.08664
6	0.00000	0.92730	0.00000	0.00000	0.00000	0.00000	0.00000	0.00080	0.00000	0.07189
7	0.00000	0.99443	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00556
8	0.00000	0.99531	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00468
9	0.00000	0.98997	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01001
10	0.00000	0.93570	0.00000	0.00000	0.00000	0.00000	0.00000	0.00060	0.00000	0.06369
11	0.00000	0.97210	0.00000	0.00000	0.00000	0.00000	0.00000	0.00016	0.00000	0.02774
12	0.00000	0.98781	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01216
13	0.00000	0.99871	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00129
14	0.00000	0.99332	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00667
15	0.00000	0.95447	0.00000	0.00000	0.00000	0.00000	0.00000	0.00037	0.00000	0.04516
16	0.00000	0.99663	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00337
17	0.00000	0.97737	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.02253
18	0.00000	0.97552	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.02438
19	0.00000	0.96670	0.00000	0.00000	0.00000	0.00000	0.00000	0.00029	0.00000	0.03300
20	0.00000	0.99769	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00231
21	0.00000	0.98867	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01130
22	0.00000	0.97326	0.00000	0.00000	0.00000	0.00000	0.00000	0.00015	0.00000	0.02659
23	0.00000	0.98688	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01310
24	0.00000	0.00000	0.99998	0.00002	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
25	0.00000	0.99821	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00179
26	0.00000	0.96740	0.00000	0.00000	0.00000	0.00000	0.00000	0.00023	0.00000	0.03238
27	0.00000	0.99057	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.00941
28	0.00000	0.88264	0.00000	0.00000	0.00000	0.00000	0.00000	0.00059	0.00000	0.11676
29	0.00000	0.60408	0.00000	0.00000	0.00000	0.00000	0.00000	0.00877	0.00000	0.38715
30	0.00000	0.89391	0.00000	0.00000	0.00000	0.00000	0.00000	0.00061	0.00000	0.10548
31	0.00000	0.63917	0.00000	0.00000	0.00000	0.00000	0.00000	0.02129	0.00000	0.33953
32	0.00000	0.86835	0.00000	0.00000	0.00000	0.00000	0.00000	0.00306	0.00000	0.12859
33	0.00000	0.98913	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.01086
34	0.00000	0.95977	0.00000	0.00000	0.00000	0.00000	0.00000	0.00007	0.00000	0.04016
35	0.00000	0.98923	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01074
36	0.00000	0.97782	0.00000	0.00000	0.00000	0.00000	0.00000	0.00012	0.00000	0.02206
