599701_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500	0.750/0.125/0.125/0.000	0.000/0.125/0.125/0.750	0.875/0.062/0.062/0.000	0.000/0.062/0.062/0.875
1	0.97265	0.00000	0.00000	0.00000	0.00000	0.00000	0.00018	0.00000	0.02717	0.00000
2	0.95398	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.04582	0.00000
3	0.97127	0.00000	0.00000	0.00000	0.00000	0.00000	0.00009	0.00000	0.02863	0.00000
4	0.99894	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00106	0.00000
5	0.91274	0.00000	0.00000	0.00000	0.00000	0.00000	0.00064	0.00000	0.08662	0.00000
6	0.92725	0.00000	0.00000	0.00000	0.00000	0.00000	0.00080	0.00000	0.07195	0.00000
7	0.99443	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00556	0.00000
8	0.99531	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00469	0.00000
9	0.98997	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01001	0.00000
10	0.93566	0.00000	0.00000	0.00000	0.00000	0.00000	0.00060	0.00000	0.06373	0.00000
11	0.97210	0.00000	0.00000	0.00000	0.00000	0.00000	0.00016	0.00000	0.02774	0.00000
12	0.98781	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01216	0.00000
13	0.99871	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00129	0.00000
14	0.99332	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00667	0.00000
15	0.95452	0.00000	0.00000	0.00000	0.00000	0.00000	0.00036	0.00000	0.04512	0.00000
16	0.99663	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00337	0.00000
17	0.97737	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.02253	0.00000
18	0.97551	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.02439	0.00000
19	0.96670	0.00000	0.00000	0.00000	0.00000	0.00000	0.00029	0.00000	0.03300	0.00000
20	0.99769	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00231	0.00000
21	0.98867	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01130	0.00000
22	0.97325	0.00000	0.00000	0.00000	0.00000	0.00000	0.00015	0.00000	0.02660	0.00000
23	0.98687	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01311	0.00000
24	0.00000	0.00000	0.99998	0.00002	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
25	0.99821	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00179	0.00000
26	0.96739	0.00000	0.00000	0.00000	0.00000	0.00000	0.00023	0.00000	0.03238	0.00000
27	0.99057	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.00941	0.00000
28	0.88250	0.00000	0.00000	0.00000	0.00000	0.00000	0.00059	0.00000	0.11690	0.00000
29	0.60434	0.00000	0.00000	0.00000	0.00000	0.00000	0.00876	0.00000	0.38690	0.00000
30	0.89399	0.00000	0.00000	0.00000	0.00000	0.00000	0.00061	0.00000	0.10540	0.00000
31	0.63945	0.00000	0.00000	0.00000	0.00000	0.00000	0.02128	0.00000	0.33928	0.00000
