599701_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500	0.750/0.125/0.125/0.000	0.000/0.125/0.125/0.750	0.875/0.062/0.062/0.000	0.000/0.062/0.062/0.875
1	0.00000	0.99611	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00389
2	0.00000	0.99689	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00311
3	0.00000	0.98209	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01787
4	0.00000	0.94953	0.00000	0.00000	0.00000	0.00000	0.00000	0.00025	0.00000	0.05022
5	0.00000	0.90377	0.00000	0.00000	0.00000	0.00000	0.00000	0.00158	0.00000	0.09465
6	0.00000	0.99121	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00878
7	0.00000	0.99581	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00419
8	0.00000	0.94575	0.00000	0.00000	0.00000	0.00000	0.00000	0.00027	0.00000	0.05399
9	0.00000	0.98973	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.01027
10	0.00000	0.99840	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00160
11	0.00000	0.99419	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00581
12	0.00000	0.98716	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01281
13	0.00000	0.79080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00462	0.00000	0.20457
14	0.00000	0.97002	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.02993
15	0.00000	0.99805	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00195
16	0.00000	0.99843	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00157
17	0.00000	0.99173	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00825
18	0.94962	0.00000	0.00000	0.00000	0.00000	0.00000	0.00028	0.00000	0.05010	0.00000
19	0.99673	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00327	0.00000
20	0.00000	0.99333	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00666
21	0.00000	0.98666	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01332
22	0.00000	0.99797	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00203
23	0.00000	0.92042	0.00000	0.00000	0.00000	0.00000	0.00000	0.00030	0.00000	0.07928
24	0.00000	0.94779	0.00000	0.00000	0.00000	0.00000	0.00000	0.00025	0.00000	0.05196
25	0.99792	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00208	0.00000
26	0.98487	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01510	0.00000
27	0.98227	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01770	0.00000
28	0.99075	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.00922	0.00000
29	0.89721	0.00000	0.00000	0.00000	0.00000	0.00000	0.00079	0.00000	0.10199	0.00000
30	0.99322	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00677	0.00000
31	0.94515	0.00000	0.00000	0.00000	0.00000	0.00000	0.00030	0.00000	0.05455	0.00000
32	0.99589	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00411	0.00000
33	0.94608	0.00000	0.00000	0.00000	0.00000	0.00000	0.00049	0.00000	0.05343	0.00000
34	0.99430	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00569	0.00000
35	0.99012	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00987	0.00000
36	0.00000	0.98199	0.00000	0.00000	0.00000	0.00000	0.00000	0.00008	0.00000	0.01793
37	0.98530	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01467	0.00000
38	0.99578	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00422	0.00000
39	0.50249	0.00000	0.00000	0.00000	0.00000	0.00000	0.01731	0.00000	0.48019	0.00000
40	0.00000	0.96429	0.00000	0.00000	0.00000	0.00000	0.00000	0.00033	0.00000	0.03538
41	0.99926	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00074	0.00000
42	0.97059	0.00000	0.00000	0.00000	0.00000	0.00000	0.00015	0.00000	0.02926	0.00000
43	0.95742	0.00000	0.00000	0.00000	0.00000	0.00000	0.00013	0.00000	0.04245	0.00000
44	0.98313	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.01682	0.00000
45	0.00000	0.99658	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00342
46	0.00000	0.99547	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00452
47	0.00000	0.99887	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00113
48	0.99309	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00690	0.00000
