599701_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500	0.750/0.125/0.125/0.000	0.000/0.125/0.125/0.750	0.875/0.062/0.062/0.000	0.000/0.062/0.062/0.875
1	0.00000	0.99611	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00389
2	0.00000	0.99689	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00311
3	0.00000	0.98215	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01781
4	0.00000	0.94952	0.00000	0.00000	0.00000	0.00000	0.00000	0.00025	0.00000	0.05023
5	0.00000	0.90379	0.00000	0.00000	0.00000	0.00000	0.00000	0.00157	0.00000	0.09463
6	0.00000	0.99123	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00876
7	0.00000	0.99581	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00419
8	0.00000	0.94582	0.00000	0.00000	0.00000	0.00000	0.00000	0.00027	0.00000	0.05391
9	0.00000	0.98970	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.01029
10	0.00000	0.99840	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00160
11	0.00000	0.99418	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00582
12	0.00000	0.98716	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01280
13	0.00000	0.79071	0.00000	0.00000	0.00000	0.00000	0.00000	0.00463	0.00000	0.20466
14	0.00000	0.96998	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.02997
15	0.00000	0.99805	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00195
16	0.00000	0.99843	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00157
17	0.00000	0.99176	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00823
18	0.94957	0.00000	0.00000	0.00000	0.00000	0.00000	0.00028	0.00000	0.05015	0.00000
19	0.99673	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00327	0.00000
20	0.00000	0.99333	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00666
21	0.00000	0.98664	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01333
22	0.00000	0.99797	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00203
23	0.00000	0.92031	0.00000	0.00000	0.00000	0.00000	0.00000	0.00031	0.00000	0.07939
24	0.00000	0.94773	0.00000	0.00000	0.00000	0.00000	0.00000	0.00025	0.00000	0.05202
25	0.99792	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00208	0.00000
26	0.98487	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01509	0.00000
27	0.98223	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01774	0.00000
28	0.99074	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.00923	0.00000
29	0.89676	0.00000	0.00000	0.00000	0.00000	0.00000	0.00080	0.00000	0.10244	0.00000
30	0.99322	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00677	0.00000
31	0.94529	0.00000	0.00000	0.00000	0.00000	0.00000	0.00030	0.00000	0.05441	0.00000
32	0.99589	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00411	0.00000
33	0.94615	0.00000	0.00000	0.00000	0.00000	0.00000	0.00049	0.00000	0.05336	0.00000
34	0.99434	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00565	0.00000
35	0.99006	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00993	0.00000
36	0.00000	0.98197	0.00000	0.00000	0.00000	0.00000	0.00000	0.00008	0.00000	0.01795
37	0.98522	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01475	0.00000
38	0.99577	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00422	0.00000
39	0.50188	0.00000	0.00000	0.00000	0.00000	0.00000	0.01734	0.00000	0.48078	0.00000
40	0.00000	0.96428	0.00000	0.00000	0.00000	0.00000	0.00000	0.00033	0.00000	0.03539
41	0.99926	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00074	0.00000
42	0.97056	0.00000	0.00000	0.00000	0.00000	0.00000	0.00015	0.00000	0.02930	0.00000
43	0.95724	0.00000	0.00000	0.00000	0.00000	0.00000	0.00013	0.00000	0.04263	0.00000
44	0.98316	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.01679	0.00000
45	0.00000	0.99658	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00342
46	0.00000	0.99548	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00452
47	0.00000	0.99887	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00113
48	0.99309	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00690	0.00000
