599701_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500	0.750/0.125/0.125/0.000	0.000/0.125/0.125/0.750	0.875/0.062/0.062/0.000	0.000/0.062/0.062/0.875
1	0.97966	0.00000	0.00000	0.00000	0.00000	0.00000	0.00008	0.00000	0.02026	0.00000
2	0.00000	0.99637	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00363
3	0.00000	0.99466	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00534
4	0.00000	0.99898	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00102
5	0.00000	0.99738	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00262
6	0.00000	0.99791	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00209
7	0.00000	0.99703	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00296
8	0.00000	0.99947	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00053
9	0.00000	0.99903	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00097
10	0.00000	0.98983	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.01016
11	0.00000	0.95791	0.00000	0.00000	0.00000	0.00000	0.00000	0.00006	0.00000	0.04203
12	0.96104	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.03887	0.00000
13	0.99798	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00202	0.00000
14	0.00000	0.99857	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00143
15	0.00000	0.99356	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00643
16	0.96739	0.00000	0.00000	0.00000	0.00000	0.00000	0.00027	0.00000	0.03233	0.00000
17	0.94128	0.00000	0.00000	0.00000	0.00000	0.00000	0.00072	0.00000	0.05800	0.00000
18	0.99130	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.00868	0.00000
19	0.98624	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01373	0.00000
20	0.99528	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00472	0.00000
21	0.99603	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00396	0.00000
22	0.97514	0.00000	0.00000	0.00000	0.00000	0.00000	0.00015	0.00000	0.02471	0.00000
23	0.00000	0.86748	0.00000	0.00000	0.00000	0.00000	0.00000	0.00080	0.00000	0.13172
24	0.00000	0.99812	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00188
25	0.98586	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01413	0.00000
26	0.00000	0.99847	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00153
27	0.00000	0.91656	0.00000	0.00000	0.00000	0.00000	0.00000	0.00024	0.00000	0.08320
28	0.97731	0.00000	0.00000	0.00000	0.00000	0.00000	0.00008	0.00000	0.02261	0.00000
29	0.97439	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.02557	0.00000
30	0.99153	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.00845	0.00000
31	0.98225	0.00000	0.00000	0.00000	0.00000	0.00000	0.00007	0.00000	0.01768	0.00000
32	0.97825	0.00000	0.00000	0.00000	0.00000	0.00000	0.00014	0.00000	0.02161	0.00000
33	0.96613	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.03382	0.00000
34	0.93958	0.00000	0.00000	0.00000	0.00000	0.00000	0.00067	0.00000	0.05975	0.00000
35	0.99064	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.00933	0.00000
36	0.97885	0.00000	0.00000	0.00000	0.00000	0.00000	0.00013	0.00000	0.02102	0.00000
37	0.98976	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01020	0.00000
38	0.99735	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00265	0.00000
39	0.62776	0.00000	0.00000	0.00000	0.00000	0.00000	0.01145	0.00000	0.36080	0.00000
40	0.96443	0.00000	0.00000	0.00000	0.00000	0.00000	0.00008	0.00000	0.03548	0.00000
41	0.98511	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.01488	0.00000
42	0.98207	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01789	0.00000
43	0.00000	0.99855	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00145
44	0.00000	0.98619	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.01380
45	0.99760	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00240	0.00000
46	0.98570	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01426	0.00000
47	0.00000	0.95803	0.00000	0.00000	0.00000	0.00000	0.00000	0.00007	0.00000	0.04189
48	0.99467	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00532	0.00000
49	0.00000	0.99979	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00021
50	0.89786	0.00000	0.00000	0.00000	0.00000	0.00000	0.00131	0.00000	0.10083	0.00000
51	0.94227	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.05753	0.00000
52	0.93568	0.00000	0.00000	0.00000	0.00000	0.00000	0.00053	0.00000	0.06379	0.00000
53	0.99519	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00481	0.00000
54	0.99567	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00433	0.00000
55	0.99676	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00324	0.00000
56	0.98990	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01008	0.00000
57	0.98940	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01058	0.00000
58	0.99404	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00595	0.00000
59	0.99365	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00635	0.00000
60	0.99783	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00217	0.00000
61	0.98292	0.00000	0.00000	0.00000	0.00000	0.00000	0.00006	0.00000	0.01702	0.00000
62	0.99605	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00394	0.00000
63	0.98918	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01080	0.00000
64	0.98234	0.00000	0.00000	0.00000	0.00000	0.00000	0.00006	0.00000	0.01760	0.00000
65	0.96140	0.00000	0.00000	0.00000	0.00000	0.00000	0.00043	0.00000	0.03817	0.00000
66	0.95388	0.00000	0.00000	0.00000	0.00000	0.00000	0.00063	0.00000	0.04549	0.00000
67	0.97511	0.00000	0.00000	0.00000	0.00000	0.00000	0.00016	0.00000	0.02474	0.00000
68	0.99859	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00141	0.00000
69	0.99426	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00573	0.00000
70	0.98243	0.00000	0.00000	0.00000	0.00000	0.00000	0.00008	0.00000	0.01749	0.00000
71	0.97270	0.00000	0.00000	0.00000	0.00000	0.00000	0.00006	0.00000	0.02724	0.00000
72	0.99011	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.00987	0.00000
73	0.83438	0.00000	0.00000	0.00000	0.00000	0.00000	0.00177	0.00000	0.16385	0.00000
74	0.99011	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.00986	0.00000
75	0.98814	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01183	0.00000
76	0.99641	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00358	0.00000
77	0.99654	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00346	0.00000
78	0.00000	0.99617	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00382
