599701_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500	0.750/0.125/0.125/0.000	0.000/0.125/0.125/0.750	0.875/0.062/0.062/0.000	0.000/0.062/0.062/0.875
1	0.00000	0.99611	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00389
2	0.00000	0.99689	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00311
3	0.00000	0.98208	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01787
4	0.00000	0.94954	0.00000	0.00000	0.00000	0.00000	0.00000	0.00025	0.00000	0.05021
5	0.00000	0.90371	0.00000	0.00000	0.00000	0.00000	0.00000	0.00158	0.00000	0.09471
6	0.00000	0.99125	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00874
7	0.00000	0.99581	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00418
8	0.00000	0.94600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00027	0.00000	0.05373
9	0.00000	0.98981	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.01018
10	0.00000	0.99840	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00160
11	0.00000	0.99418	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00581
12	0.00000	0.98714	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01282
13	0.00000	0.79065	0.00000	0.00000	0.00000	0.00000	0.00000	0.00463	0.00000	0.20472
14	0.00000	0.97011	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.02984
15	0.00000	0.99805	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00195
16	0.00000	0.99843	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00157
17	0.00000	0.99176	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00823
18	0.94949	0.00000	0.00000	0.00000	0.00000	0.00000	0.00028	0.00000	0.05023	0.00000
19	0.99673	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00327	0.00000
20	0.00000	0.99334	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00665
21	0.00000	0.98657	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01340
22	0.00000	0.99797	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00202
23	0.00000	0.92045	0.00000	0.00000	0.00000	0.00000	0.00000	0.00030	0.00000	0.07924
24	0.00000	0.94769	0.00000	0.00000	0.00000	0.00000	0.00000	0.00025	0.00000	0.05206
25	0.99791	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00209	0.00000
26	0.98485	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01511	0.00000
27	0.98214	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01782	0.00000
28	0.99074	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.00923	0.00000
29	0.89680	0.00000	0.00000	0.00000	0.00000	0.00000	0.00080	0.00000	0.10241	0.00000
30	0.99321	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00678	0.00000
31	0.94534	0.00000	0.00000	0.00000	0.00000	0.00000	0.00030	0.00000	0.05436	0.00000
32	0.99588	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00411	0.00000
33	0.94602	0.00000	0.00000	0.00000	0.00000	0.00000	0.00050	0.00000	0.05349	0.00000
34	0.99435	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00565	0.00000
35	0.99009	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00989	0.00000
36	0.00000	0.98201	0.00000	0.00000	0.00000	0.00000	0.00000	0.00008	0.00000	0.01791
37	0.98525	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01473	0.00000
38	0.99577	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00423	0.00000
39	0.50240	0.00000	0.00000	0.00000	0.00000	0.00000	0.01731	0.00000	0.48029	0.00000
40	0.00000	0.96430	0.00000	0.00000	0.00000	0.00000	0.00000	0.00033	0.00000	0.03537
41	0.99926	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00074	0.00000
42	0.97059	0.00000	0.00000	0.00000	0.00000	0.00000	0.00015	0.00000	0.02927	0.00000
43	0.95746	0.00000	0.00000	0.00000	0.00000	0.00000	0.00013	0.00000	0.04241	0.00000
44	0.98315	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.01679	0.00000
45	0.00000	0.99658	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00342
46	0.00000	0.99547	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00452
47	0.00000	0.99887	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00113
48	0.99309	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00690	0.00000
